OID,protein_name,panel,primary_literature_aligned_pathway_draft,secondary_literature_aligned_pathways_draft,all_literature_aligned_pathways_draft,current_rule_pathways,assignment_basis_summary,why_primary_pathway_draft,review_status,notes_for_reviewer,review_flag
OID00420,CD84,Olink CARDIOVASCULAR II(v.5006),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD84 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID05124,CD8A,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD8A is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01445,CD97,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD97 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01458,CD99L2,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CD99L2 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID05450,CDC27,Olink ONCOLOGY III(v.4001),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CDC27 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00476,CDCP1,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CDCP1 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID01359,CDNF,Olink CELL REGULATION(v.3702),Peripheral immune / inflammatory activation,Synaptic / neuronal plasticity / neurotrophic signaling,Peripheral immune / inflammatory activation; Synaptic / neuronal plasticity / neurotrophic signaling,Neural_synapse_axon_plasticity_repair,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CDNF is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Neural_synapse_axon_plasticity_repair.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID01441,CDON,Olink DEVELOPMENT(v.3511),Peripheral immune / inflammatory activation,Synaptic / neuronal plasticity / neurotrophic signaling; mTOR / MAPK / NF-kB / growth-survival signaling,Peripheral immune / inflammatory activation; Synaptic / neuronal plasticity / neurotrophic signaling; mTOR / MAPK / NF-kB / growth-survival signaling,TGF_BMP_Wnt_Notch_developmental_signaling,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CDON is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: TGF_BMP_Wnt_Notch_developmental_signaling.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00960,CDSN,Olink IMMUNE RESPONSE(v.3203),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CDSN is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: .,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00304,CRTAM,Olink NEUROLOGY(v.8012),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Adaptive_immune_T_B_NK_cell_response,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CRTAM is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Adaptive_immune_T_B_NK_cell_response.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00562,CSF-1,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,,Peripheral immune / inflammatory activation,Cytokine_chemokine_TNF_interferon_signaling,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CSF-1 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",single-pathway
OID00404,CXCL1,Olink CARDIOVASCULAR II(v.5006),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CXCL1 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00496,CXCL1,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CXCL1 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00535,CXCL10,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CXCL10 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
OID00486,CXCL11,Olink INFLAMMATION(v.3021),Peripheral immune / inflammatory activation,Integrin / ECM / cell adhesion / vascular remodeling,Peripheral immune / inflammatory activation; Integrin / ECM / cell adhesion / vascular remodeling,Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion,"cytokine, chemokine, TNF/IFN, leukocyte, T/B/NK, or immune-signaling marker",CXCL11 is provisionally assigned to 'Peripheral immune / inflammatory activation' because the StrokeCog paper identifies immune/inflammatory proteins as a major SIS3-associated domain and proposes aberrant immune activation as a chronic post-stroke mood mechanism. Current rule pathways: Cytokine_chemokine_TNF_interferon_signaling; Leukocyte_trafficking_adhesion.,needs biologist review,"Draft. Please confirm, split, merge, or remove. Multiple pathway membership is allowed; primary pathway is only for simplified scoring/classification.",multi-pathway
